Product Title,Price,Description
PC PORTABLE  HP15-FD0041NK / i5-1334U / 16G 512SSD / Windows 11/ Gold,"1 579,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Gold - Garantie 1 an"
Pc Portable HP 15-fd0093nk / i5-1334U / 16 Go / 512 Go SSD / WINDOOWS 11 PRO / Gold,"1 579,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - WINDOOWS 11 PRO - Couleur Gold - Garantie 1 an"
Serveur de stockage ASUSTOR LOCKERSTOR 2 ENTREPRISE AS6602T,"1 599,000 DT","Processeur: Intel Celeron J4125 Quad-Core Gemini Lake -Refresh 2.0 GHz (burst up 2.7GHz) - Mémoire 4GB SO-DIMM DDR4 - Mémoire flash: 8Go eMMC - Disque dur: 2 x SATA3 6Gb/s 3.5""/2.5"" HDD/SSD - Raid: RAID 0, RAID 1,Support de Migration de niveau RAID en ligne - Max baies de disque: 14 X LFF unités d'extension USB - Connexion Wake on WAN Wake on LAN - Système supportés: windows10, 11-  Carte Réseau: 2x 2.5 Gigabit Ethernet (2.5G/1G) - 3 x USB 3.2 Gen 1 - Alimentation 65W - Format TOUR - Format du disque : SATA 3,5"";SATA 2,5"";SSD SATA 2,5"";M.2 2280 NVMe - Garantie 3 Ans"
Pc de Bureau Lenovo ThinkCentre neo 50t Gen 4 / i5-12400 / 32 Go / 512 Go SSD,"1 599,000 DT","Processeur Intel Core i5-12400, (jusqu’à 4.4 GHz, 18 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD 730 Graphics intégrée - Lecteur de cartes 3 en 1 - DVD±RW - Ethernet - Wi-Fi 6 - Bluetooth 5.2 - 1x USB-C 3.2 - 4x USB 3.2 - 1x prise combinée casque/microphone (3.5 mm) - 1x casque / micro (3.5 mm) - 4x USB 2.0 - 1x HDMI 1.4b - 1 port DisplayPort 1.4 - 1x VGA - 1x Ethernet (RJ-45) - Avec Clavier USB Calliope, noir, français + Souris USB Calliope, noire - FreeDos - Couleur Noir - Garantie 2 ans"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 24G 512SSD / Windows 11/ Gold,"1 619,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Gold - Garantie 1 an"
PC PORTABLE  HP15-FD0042NK / i5-1334U / 24G 512SSD / Windows 11/ Silver,"1 619,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Silver - Garantie 1 an"
PC PORTABLE  HP15-FD0041NK / i5-1334U / 24G 512SSD / Windows 11/ BLUE,"1 619,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 - Couleur Bleu - Garantie 1 an"
Pc de bureau Lenovo ThinkCentre M80t Gen 3 / i3-12300 / 8 Go,"1 629,000 DT","Processeur Intel Core i3-12300 12éme génération, up to 4.4 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 256 Go + 1 To - Carte Graphique Intel UHD Graphics 730 - Graveur DVD - Lecteur de carte 3-en-1 - Wi-Fi 6 - Bluetooth 5.0 - 1x USB-C 3.2 - 8x USB 3.1 - 1x HDMI 2.1 - 2x DisplayPort 1.4 - 1x Ethernet (RJ-45) - VGA - Connecteur mixte écouteurs/micro - Clavier et Souris USB - Freedos - Garantie 1 an"
Pc Portable HP 15-fd0093nk / i5-1334U / 24 Go / 512 Go SSD / WINDOOWS 11 PRO /Gold,"1 629,000 DT","Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - WINDOOWS 11 PRO - Couleur Gold - Garantie 1 an"
PC PORTABLE LENOVO V15 / I5-13420H / 16 Go / 512 Go SSD +  Sacoche  Offerte,"1 649,000 DT","Écran 15.6"" FULL HD - Processeur : Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB) - Mémoire : 16G - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics - Wi-Fi - Bluetooth - 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 - 1x HDMI 1.4b - 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm) - 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 8 Go,"1 659,000 DT","Ecran 15.6"" Full HD IPS - Processeur AMD Ryzen 5 5625U, up to 4.3 Ghz, 16 Mo de mémoire L3 dédiée - RAM 8 Go DDR4 3200 MHz - Disque SSD NVMe PCIe 512 Go - Carte graphique AMD Radeon Graphics - Lecteur d'empreintes Digitales - Wifi 6 - Bluetooth 5.3 - 1x Ethernet Gigabit - Webcam HD 720p - 1x USB Type C - 3x USB 5Gbps - 1x HDMI 2.0b - 1x Port Casque Micro - Garantie 1 an"
PC PORTABLE LENOVO V15 / I5-13420H/ 24 Go / 512 Go SSD +  Sacoche  Offerte,"1 689,000 DT","Écran 15.6"" FULL HD - Processeur :Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB) - Mémoire : 24G - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics - Wi-Fi - Bluetooth - 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 - 1x HDMI 1.4b - 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm) - 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 16 Go,"1 719,000 DT","Ecran 15.6"" Full HD IPS - Processeur AMD Ryzen 5 5625U, up to 4.3 Ghz, 16 Mo de mémoire L3 dédiée - RAM 16 Go DDR4 3200 MHz - Disque SSD NVMe PCIe 512 Go - Carte graphique AMD Radeon Graphics - Lecteur d'empreintes Digitales - Wifi 6 - Bluetooth 5.3 - 1x Ethernet Gigabit - Webcam HD 720p - 1x USB Type C - 3x USB 5Gbps - 1x HDMI 2.0b - 1x Port Casque Micro - Garantie 1 an"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 24 Go,"1 759,000 DT","Ecran 15.6"" Full HD IPS - Processeur AMD Ryzen 5 5625U, up to 4.3 Ghz, 16 Mo de mémoire L3 dédiée - RAM 24 Go DDR4 3200 MHz - Disque SSD NVMe PCIe 512 Go - Carte graphique AMD Radeon Graphics - Lecteur d'empreintes Digitales - Wifi 6 - Bluetooth 5.3 - 1x Ethernet Gigabit - Webcam HD 720p - 1x USB Type C - 3x USB 5Gbps - 1x HDMI 2.0b - 1x Port Casque Micro - Garantie 1 an"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 8GO / 256GO SSD / Noir,"1 779,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel® Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 8 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 -  Garantie : 3 ans Avec Clavier et Souris filaire HP"
Mini Pc de bureau ASUS NUC 13 Pro / i5-1340P / Wi-Fi / Bluetooth / Noir,"1 799,000 DT","Processeur Intel Core i5-1340P, (jusqu'à 4.6 GH, 12 Mo de mémoire Cache) - Mémoire: 2x SO-DIMM DDR4 - Disques Dur Compatibilité M.2 - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6E - Bluetooth 5.3 - 1x Jack 3.5 mm Femelle Stéréo - 2x USB 3.1 - 1x RJ45 - 1x USB 2.0 - 1x USB 3.1 - 2x HDMI - 2x Thunderbolt 4/USB-C - Couleur Noir - Garantie 1 an"
Pc Portable Asus ExpertBook B1 B1502CVA / i5-1335U / 8 Go / 512 Go SSD / Étoile noire,"1 799,000 DT","Écran 15.6"" Full HD (1920 x 1080), antireflet, rétroéclairage LED, 60 Hz - Processeur Intel Core i5-1335U, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB 3.2 Type-C - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Audio par Dirac - Haut-parleur/ Microphone intégré - Wi-Fi 6 - Bluetooth 5.2 - FreeDOS - Couleur Étoile noire - Garantie 1 an"
Pc Portable HP ProBook 455 G9 / AMD Ryzen 5 / 32 Go,"1 809,000 DT","Ecran 15.6"" Full HD IPS - Processeur AMD Ryzen 5 5625U, up to 4.3 Ghz, 16 Mo de mémoire L3 dédiée - RAM 32 Go DDR4 3200 MHz - Disque SSD NVMe PCIe 512 Go - Carte graphique AMD Radeon Graphics - Lecteur d'empreintes Digitales - Wifi 6 - Bluetooth 5.3 - 1x Ethernet Gigabit - Webcam HD 720p - 1x USB Type C - 3x USB 5Gbps - 1x HDMI 2.0b - 1x Port Casque Micro - Garantie 1 an"
Pc Portable Asus ExpertBook B1 B1502CVA / i5-1335U / 12 Go / 512 Go SSD / Étoile noire,"1 819,000 DT","Écran 15.6"" Full HD (1920 x 1080), antireflet, rétroéclairage LED, 60 Hz - Processeur Intel Core i5-1335U, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB 3.2 Type-C - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Audio par Dirac - Haut-parleur/ Microphone intégré - Wi-Fi 6 - Bluetooth 5.2 - FreeDOS - Couleur Étoile noire - Garantie 1 an"
Pc De Bureau ASUS ExpertCenter D7 (D700MC) Mini-tour / i7-11700 / 8 Go / 1 To SSD / Noir,"1 829,000 DT","Processeur Intel Core i7-11700 (jusqu'à 4.9 GHz, 16 Mo de mémoire cache) - Mémoire 8 Go DDR4 U-DIMM - Disque SSD M.2 NVMe 1 To - Carte graphique Intel UHD 750 Graphics - Graveur DVD 8X - 1x casque/prise audio combo 3.5 mm - 2x USB 2.0 - 4x USB 3.2 - 4x USB 2.0 - 1x USB-C 3.2 - 1x RJ45 - 1x HDMI 1.4 - 1x port VGA - 1x port d'affichage 1.2 - 2x PS2 - 3 x prises audio - Couleur Noir - Garantie 1 an - Avec Souris optique filaire (USB) + Clavier filaire (USB)"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10  i3-N300 16GO 256GO SSD / Blanc,"1 839,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel® Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 16 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 -  Garantie : 3 ans Avec Clavier et Souris filaire HP"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 16 GO / 256GO SSD / Noir,"1 839,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 16 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 -  Garantie : 3 ans Avec Clavier et Souris filaire HP"
Pc Portable Asus ExpertBook B1 B1502CVA / i5-1335U / 16 Go / 512 Go SSD / Étoile noire,"1 859,000 DT","Écran 15.6"" Full HD (1920 x 1080), antireflet, rétroéclairage LED, 60 Hz - Processeur Intel Core i5-1335U, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB 3.2 Type-C - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Audio par Dirac - Haut-parleur/ Microphone intégré - Wi-Fi 6 - Bluetooth 5.2 - FreeDOS - Couleur Étoile noire - Garantie 1 an"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 24 GO / 256GO SSD / Noir,"1 879,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 24 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 -  Garantie : 3 ans Avec Clavier et Souris filaire HP"
Pc Portable Asus ExpertBook B1 B1502CVA / i5-1335U / 24 Go / 512 Go SSD / Étoile noire,"1 899,000 DT","Écran 15.6"" Full HD (1920 x 1080), antireflet, rétroéclairage LED, 60 Hz - Processeur Intel Core i5-1335U, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB 3.2 Type-C - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Audio par Dirac - Haut-parleur/ Microphone intégré - Wi-Fi 6 - Bluetooth 5.2 - FreeDOS - Couleur Étoile noire - Garantie 1 an"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 16 GO / 256GO SSD / Windows 11 Pro / Noir,"1 899,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 16 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 - Windows 11 Pro - Garantie 3 ans Avec Clavier et Souris filaire HP"
PC DE BUREAU LENOVO NEO 50s SFF /  I5-12400 / 64 Go / 512 Go SSD,"1 919,000 DT","Pc De Bureau Lenovo Thinkcentre Néo 50s - Processeur : Intel Core i5-12400 (2.5 GHz up to 4,4 GHz Turbo max, 18 Mo de Mémoire Cache, 6C (6P + 0E) / 12T) - Mémoire : 64 Go DDR4 - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics - Wi-Fi6 - Bluetooth 5.1 - 2x USB 2.0 2x USB 3.2 - 1x HDMI - 1x DisplayPort - 1x VGA - 1x Ethernet (RJ-45) - 1x sortie ligne (3,5 mm - 1x prise combo casque/microphone (3,5 mm) - 1x microphone (3,5 mm) - Système d'exploitation: FreeDos - Couleur : Noir - Garantie : 2ans"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 32 GO / 256GO SSD / Noir,"1 935,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 32 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 -  Garantie : 3 ans Avec Clavier et Souris filaire HP"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 24 GO / 256GO SSD / Windows 11 Pro / Noir,"1 939,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 24 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 - Windows 11 Pro - Garantie 3 ans Avec Clavier et Souris filaire HP"
Serveur NAS QNAP NAS 2 baies TS-264-8G Intel Celeron N4505,"1 959,000 DT","Processeur Intel Celeron N5095 QuadCore, jusqu'à 2,9 GHz - Graphiques Intel UHD - Mémoire flash 4 Go - Mémoire système : 8 Go - Baie de lecteur : 2 x SATA 6 Gbits/s 3,5 pouces - Compatibile Avec Disques durs SATA 3,5"", Disques SATA 2,5"" - 2x Emplacement M.2 PCIe 2280 - 2x Port Ethernet 2,5 gigabits (2,5 G/1 G/100 M/10M) - 2x USB 2.0 - 2x USB 3.2 (10 Gb/s) - 1x HDMI 2.1 - Format Tower - Indicateurs LED: Alimentation/État, LAN, USB, HDD1-2 - Capteur infrarouge - Ventilateur : 1x 70mm, 12V CC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage - Dimensions: 168x 105x 226 mm - Poids: 1.55 kg - Garantie 1 an"
Pc de bureau Lenovo ThinkCentre neo 50t / i7 12è Gén / 8 Go,"1 959,000 DT","Processeur Intel Core i7-12700, 12ème Génération, up to 4.9 Ghz, 25 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD Graphics 770 - Graveur DVD - Lecteur de cartes 3en1 - Wifi - Bluetooth 5.0 - Haut Parleur 2W - 4x USB 3.2 - 1x USB-C - 1x HDMI 1.4b - 1x DisplayPort 1.4 - VGA - 1x Port Série 9pin - RJ45 - Entré Sortie Audio 3.5 mm - Clavier et Souris USB - Garantie 1 an"
Pc Portable Asus ExpertBook B1 B1502CVA / i5-1335U / 32 Go / 512 Go SSD / Étoile noire,"1 959,000 DT","Écran 15.6"" Full HD (1920 x 1080), antireflet, rétroéclairage LED, 60 Hz - Processeur Intel Core i5-1335U, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB 3.2 Type-C - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Audio par Dirac - Haut-parleur/ Microphone intégré - Wi-Fi 6 - Bluetooth 5.2 - FreeDOS - Couleur Étoile noire - Garantie 1 an"
PC DE BUREAU ALL IN ONE HP PROONE 240 G10 / i3-N300 / 32 GO / 256GO SSD / Windows 11 Pro / Noir,"1 995,000 DT","Ecran : 23.8"" Full FHD IPS (1920 x 1080) antireflet, 250 nits - Processeur : Intel Core i3-N300 (jusqu’à 3,8 GHz avec la technologie Intel Turbo Boost, 6 Mo de mémoire cache L3, 8 cœurs, 8 threads) - Mémoire RAM : 32 Go DDR4 - Disque Dur : 256 Go SSD - Carte graphique Intégré  Intel UHD - FreeDos  - Wifi 6 - Bluetooth 5.3 - USB Type-C -  USB Type-A - HDMI 1.4 - 1 x prise combinée casque/microphone - 1 x RJ-45 - Windows 11 Pro - Garantie 3 ans Avec Clavier et Souris filaire HP"
PC Portable Asus ExpertBook B1 B1500CEP / i5 11è Gén / 8 Go / Noir,"1 999,000 DT","Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce MX330, 2 Go de mémoire dédiée - Lecteur de cartes - Wifi  - Bluetooth - RJ45 - USB-C - HDMI 1.4 - Webcam avec Micro - Garantie 2 ans"
PC Portable HP Pavilion X360 2en1 14-ek1002nk / i5 13è Gén  / 8 Go / WIN11 / Bleu,"2 029,000 DT","Écran14"" Full HD multi-tactile - Processeur Intel Core i5-1335U, up to 4.6 Ghz, 12 Mo de cache - Mémoire 8 Go - Disque SSD 512 Go NVMe M.2 - Carte graphique Intel Iris Xe- Wifi - Bluetooth - Clavier bleu spatial rétroéclairé, de grande taille - 1x port USB Type-C - 2x USB Type-A - HDMI - Windows 11 - Couleur Bleu - Garantie 1 an"
PC PORTABLE LENOVO IDEAPAD GAMING 3 15ACH6 AMD RYZEN 5 / 24GO / RTX 2050 /  NOIR,"2 095,000 DT","Écran 15.6"" Full HD IPS, 144Hz - Processeur AMD Ryzen 5 5500H (3.3 GHz up to 4.2 GHz, 8 Mo de mémoire cache) - Système d'exploitation: FreeDos - Mémoire RAM : 24 Go - Disque Dur: 512Go SSD - Carte Graphique NVIDIA GeForce RTX 2050, 4 Go de mémoire dédiée GDDR6 - Wi-Fi - Bluetooth, 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 2.0 - 1x RJ-45 - 1x prise combo casque/microphone (3,5 mm) - 1x connecteur d'alimentation - Clavier Rétroéclairé blanc - Couleur Noir - Garantie 2 ans+ Souris RVB LENOVO LOQ M100"
Pc Portable Gamer Lenovo LQ 15IAX9 / i5-12450HX / RTX 2050 4G / 16 Go DDR5 / 512 Go SSD / Gris Avec Souris RVB Lenovo LOQ M100,"2 209,000 DT","Écran 15.6"" Full HD (1920 x 1080) IPS 300 nits antireflet, 144 Hz, G-SYNC - Processeur Intel Core i5-12450HX, (jusqu’à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go (2 x 8 Go) DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 2050, 4 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra HD 720p avec obturateur électronique - Clavier Rétroéclairage blanc - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
Pc Portable Gamer Lenovo LQ 15IAX9 / i5-12450HX / RTX 2050 4G / 24 Go DDR5 / 512 Go SSD / Gris Avec Souris RVB Lenovo LOQ M100,"2 279,000 DT","Écran 15.6"" Full HD (1920 x 1080) IPS 300 nits antireflet, 144 Hz, G-SYNC - Processeur Intel Core i5-12450HX, (jusqu’à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go DDR5-4800 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 2050, 4 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra HD 720p avec obturateur électronique - Clavier Rétroéclairage blanc - Wi-Fi 6 - Bluetooth 5.2 - 3x USB-A 3.2 - 1x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris Luna - Garantie 2 ans Avec Souris RVB Lenovo LOQ M100"
Pc Portable Asus ExpertBook B1 B1402CVA / i7-1355U / 16 Go / 512 Go SSD / Étoile noire Avec Sacoche ASUS,"2 299,000 DT","Écran 14"" Full HD (1920 x 1080), antireflet, rétroéclairage LED, 60 Hz - Processeur Intel Core i7-1355U, (jusqu’à 5.0 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - 1x USB 2.0 - 1x USB 3.2 - 2x USB 3.2 Type-C - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - 1x RJ45 Gigabit Ethernet - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Audio par Dirac - Haut-parleur intégré - Wi-Fi 6 - Bluetooth 5.2 - FreeDOS - Couleur Étoile noire - Garantie 1 an Avec Sacoche ASUS"
