Product Title,Price,Description
Serveur NAS 8 baies QNAP TS-864EU-RP-8G / Sans Disque Dur / Intel Celeron N5095,"6 889,000 DT","Processeur Intel Celeron N5095 4 cœurs/4 threads, jusqu'à 2,9 GHz - Graphiques Intel UHD - RAM 8 Go SODIMM DDR4 Extensible jusqu'à 16 Go (2x 8 Go) - Mémoire flash 4 Go - Nombre de disques supportés: 8 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 1x Emplacement PCIe - 2x USB 2.0 - 2x USB 3.2 - 1x HDMI 1.4b - FormatMontage en rack 2U à faible profondeur - Indicateurs LED: Disque dur 1-8, état, LAN, extension, alimentation - 3x Ventilateur 60mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage accéléré par le matériel - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 88 × 482 × 346 mm - Poids: 10.4 kg - Sans disque dur - Garantie 1 an"
PC PORTABLE GIGABYTE AORUS 16X ASG / I9-14900HX / RTX 4070 8G / 32 Go / 2 To SSD / WINDOWS 11 / NOIR,"6 999,000 DT","Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core Up to 5.8 GHz Turbo max, 36 Mo de mémoire cache, 24-Cores) - Mémoire : 32 Go DDR5-5 600 MHz - Disque dur : 2To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans"
SERVEUR DELL POWEREDGE R350 Xeon E-2314 / 16 Go / 3x 600 Go,"7 019,000 DT","Serveur Rack PowerEdge R350 - Châssis 2.5"" avec jusqu'à 8 disques durs enfichables à chaud - Processeur Intel Xeon E-2314 (2.8 GHz, 8 Mo de cache, 4C/4T, turbo (65 W)) - Mémoire 16 Go UDIMM, 3200 MT/s - iDRAC9 Express 15G - Disque dur: 3x 600 Go - Broadcom 5720 double port 1 Go - rails combinés A11 à installer/à installer sans bras de gestion des câbles - Hot-plug - alimentation non redondante (1+0) 600 W - Garantie 1 an"
Pc portable Lenovo ThinkPad X1 Carbon Gen 11 / i7-1355U 13è Gén / 32 Go / Noir / Windows 11 Pro,"7 299,000 DT","Écran 14"" WUXGA (1920 x 1200 px) IPS - Processeur Intel Core i7-1355U 13e Génération, up to 5.0 Ghz, 12 Mo de mémoire cache - Mémoire 32 Go DDR5 6000 Mhz - Disque SSD 512 Go M.2 2280 PCIe NVMe - Carte Graphique Intel Iris Xe Graphics - 2x Haut-parleurs stéréo, woofers 2W Dolby Atmos - Caméra FHD 1080p + IR hybride avec obturateur de confidentialité - Clavier Rétroéclairé - Wi-Fi 6E - Bluetooth 5.1 - 1x HDMI 2.1 - 1x Prise combo casque/microphone (3.5 mm) - 2x USB 3.2 - 2x Thunderbolt 4 USB 4, 40Gbps - Lecteur d'empreintes digitales - Couleur Noir - Windows 11 Pro - Garantie 3 ans"
Serveur NAS 8 baies QNAP TS-864EU-RP-4G / Sans Disque Dur / Intel Celeron N5095,"7 299,000 DT","Processeur Intel Celeron N5095 4 cœurs/4 threads, jusqu'à 2,9 GHz - Graphiques Intel UHD - RAM 4 Go SODIMM DDR4 Extensible jusqu'à 16 Go (2x 8 Go) - Mémoire flash 4 Go - Nombre de disques supportés: 8 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 1x Emplacement PCIe - 2x USB 2.0 - 2x USB 3.2 - 1x HDMI 1.4b - FormatMontage en rack 2U à faible profondeur - Indicateurs LED: Disque dur 1-8, état, LAN, extension, alimentation - 3x Ventilateur 60mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage accéléré par le matériel - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 88 × 482 × 346 mm - Poids: 10.4 kg - Sans disque dur - Garantie 1 an"
Pc Portable DELL Latitude 7350 2-en-1 / Ultra 7 165U / 16 Go / 512 Go SSD / Windows 11 Pro / Gris,"7 299,000 DT","Écran Tactile 13.3"" Full HD+ (1 920 x 1 200) - Processeur Intel Core Ultra 7 165U, (jusqu’à 4.9 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go LPDDR5x - Disque SSD M.2 NVMe 512 Go - Carte graphique vPRO Graphics - Clavier rétroéclairé par mini-LED - 1x USB 3.2 - 2x USB-C- 1x HDMI 2.1 - 1x port audio universel - Webcam FHD HDR 1080p - 4x haut-parleurs 2W Woofer stéréo - Wi-Fi 7 - Bluetooth 5.4 - Windows 11 Pro - Couleur Gris - Garantie 3 ans"
"SERVEUR DELL POWEREDGE R350 Xeon E-2314  2,8 GHz 16GB 480SSD","7 319,000 DT","Serveur Rack PowerEdge R350 - Châssis 2.5"" avec jusqu'à 8 disques durs enfichables à chaud - Processeur Intel Xeon E-2314 (2.8 GHz, 8 Mo de cache, 4C/4T, turbo (65 W)) - Mémoire 16 Go UDIMM, 3200 MT/s - iDRAC9 Express 15G - Disque dur 480 SSD - Broadcom 5720 double port 1 Go - rails combinés A11 à installer/à installer sans bras de gestion des câbles - Hot-plug - alimentation non redondante (1+0) 600 W - Garantie 3 ans"
PC PORTABLE GIGABYTE AORUS 16X ASG / I9-14900HX / RTX 4070 8G / 64 Go / 2 To SSD / WINDOWS 11 / NOIR,"7 389,000 DT","Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core Up to 5.8 GHz Turbo max, 36 Mo de mémoire cache, 24-Cores) - Mémoire : 64 Go DDR5-5 600 MHz - Disque dur : 2To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans"
PC PORTABLE LENOVO THINKPAD X1 CARBON G12 ULTRA 7 / 32GO 1TO SSD / /NOIR / Windows 11 Pro,"7 559,000 DT","Ecran : 14"" WUXGA (1920 x 1200), IPS, anti-reflet, tactile, 100% sRGB, 400 nits - Processeur : Intel Core Ultra 7 155U (up to 4.80 GHz, 12 mo mémoire cache, 12 cores) - Mémoire RAM : 32Go DDR5 - Disque Dur : 1To SSD - Carte Graphique : Intel Graphics Intégrée avec Bluetooth 5.3 et WIFI 6, USB-A (USB 5 Gbit/s), toujours activé, Prise combo casque/microphone (3,5 mm), 2x Thunderbolt 4, USB-A (USB 5 Gbit/s), Emplacement pour carte nano, HDMI, Bouton d'alimentation, Fente de sécurité Kensington Nano - Haut-parleur et 2 x microphone intégré - Caméra FHD 1080P IR+RGB - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - Couleur : Noir - Windows 11 - Garantie : 3 ans"
Pc portable MSI Gaming Vector GP68 HX  / i7-13700HX / RTX 4070 8G / 16 Go,"7 709,000 DT","Ecran 16"" QHD+ 240Hz - Processeur Intel Core i7-13700HX, up to 5.0 Ghz, 30 Mo de mémoire cache - Mémoire 16 Go - Disque SSD 512 Go NVMe - Carte graphique Nvidia GeForce RTX 4070, 8 Go de mémoire dédiée - Clavier rétroéclairé RGB - Wifi 6 - Bluetooth - 1x Thunderbolt 4 - USB 3.2 Type-C - USB Type-A 3.2 - HDMI - RJ45 - Webcam HD - Lecteur de carte SD - Garantie 1 an"
Serveur NAS 8 baies QNAP TS-873AeU-RP-4G / AMD Ryzen Embedded V1500B,"7 779,000 DT","Processeur AMD Ryzen Embedded V1500B 4-core/8-thread, jusqu'à 2,2 GHz - Moteur de chiffrement (AES-NI) - Mémoire 4 Go DDR4 SODIMM (1x 4 Go), jusqu'à 64 Go (2x 32 Go) - Mémoire flash 2 Go - 8x Baie de lecteur SATA 6 Gbit/s, 3 Gbit/s 3.5"" - Compatibilité des disques: 3.5 "", 2.5"" - 2x Port Ethernet 2.5 Gigabits - Sortie de veille sur réseau (WOL) - 1x PCIe Gen3 x8 - 2x USB 3.2 - 2x USB-C 3.2 - Facteur de forme: Montage en rack 2U - Témoins lumineux - 3x Ventilateur 60 mm, 12 VCC - Nombre max. de connexions simultanées (CIFS) - avec mémoire max: 2000 - Dimensions: 89 × 482 × 297.4 mm - Poids: 8.15 kg - Garantie 1 an"
PC PORTABLE GAMER LENOVO LEGION SLIM 7 / 16IRH8 I9 13GEN / 32 GO / 1 TO SSD / GRIS,"8 279,000 DT","Ecran : 16"" WQXGA (2560 x 1600) IPS - Processeur Intel Core i9-13900H, (Up to 5.4 GHz Turbo max ,24 Mo de mémoire cache, 14 Cores) - Mémoire 32 Go DDR5 - Disque Dur 1 To SSD - Carte Graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - Wi-Fi 6E - Bluetooth 5.1 - 3x USB 3.2 Gen 2, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Haut-parleurs stéréo, 2W x2 - Caméra FHD 1080p - Microphone -  Windows 11 - Couleur Gris - Garantie 2 ans"
Serveur NAS 12 baies QNAP TS-1264U-RP-4G / Sans Disque Dur / Intel Celeron N5095,"8 425,000 DT","Serveur NAS 12 Baies QNAP TS-1264U-RP-4G - - Processeur Intel Celeron N5095 4 cœurs/4 threads, jusqu'à 2,9 GHz - Graphiques Intel UHD - RAM 4 Go SODIMM DDR4 Extensible jusqu'à 16 Go (2x 8 Go) - Mémoire flash 4 Go - Nombre de disques supportés: 12 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 1x Emplacement M.2 - 1x Emplacement PCIe - 2x USB 2.0 - 2x USB 3.2 - 1x HDMI 1.4b - Format Montage en rack 2U - Indicateurs LED: Disque dur 1-12, état, LAN, extension, alimentation - 2x Ventilateur 80mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage accéléré par le matériel - Wake on LAN - Dimensions: 88.7 × 482.2 × 423.8 mm - Poids: 14 kg - Sans disque dur - Garantie 1 an"
Serveur NAS 12 baies QNAP TS-1264U-RP-8G / Sans Disque Dur / Intel Celeron N5095,"8 449,000 DT","Serveur NAS 12 Baies QNAP TS-1264U-RP-4G - - Processeur Intel Celeron N5095 4 cœurs/4 threads, jusqu'à 2,9 GHz - Graphiques Intel UHD - RAM 8 Go SODIMM DDR4 Extensible jusqu'à 16 Go (2x 8 Go) - Mémoire flash 4 Go - Nombre de disques supportés: 12 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 1x Emplacement M.2 - 1x Emplacement PCIe - 2x USB 2.0 - 2x USB 3.2 - 1x HDMI 1.4b - Format Montage en rack 2U - Indicateurs LED: Disque dur 1-12, état, LAN, extension, alimentation - 2x Ventilateur 80mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 1500 - Transcodage accéléré par le matériel - Wake on LAN - Dimensions: 88.7 × 482.2 × 423.8 mm - Poids: 14 kg - Sans disque dur - Garantie 1 an"
Photocopieur Multifonction Konica Minolta C250i / Imp-Scanner / A6-SRA3 / Couleur,"8 499,000 DT","Photocopieur multifonction Konica Minolta bizhub C250i - Ecran tactile 10.1"" (1024 x 600) - Mémoire système: 8192 Mo - Disque dur 256 Go SSD - Interface: Ethernet, USB, WiFi - Chargeur automatique de documents Jusqu’à 100 originaux, A6-A3 - Capacité papier (max) 6650 feuilles - Capacité sortie Max: 3300 feuilles - Agrafage Max: 50 feuilles - Volume page Max:130.000 pages/mois - Durée de vie toner Noir: jusqu’à 28000 pages - Résolution d’impression: 1800x600 dpi - Vitesse d’impression A4 (m/c) Jusqu’à 25/25 ppm - Langage Adobe PostScript 3 - Vitesse Scan (mono/couleur): Jusqu’à 100/100 ipm en recto - Technologie de COPIE Laser - Vitesse copie A4 (m/c) Jusqu’à 25/25 ppm - Temps de 1ère copie A4 5.2/6.9 sec - Temps de préchauffage Envi 11s - Résolution copie 600x600 dpi - Taux de zoom 25-400% par pas - Dimensions: 615x688x779 mm - Garantie 1 an"
Photocopieur Multifonction Konica Minolta C250i / Imp-Scanner / A6-SRA3 / Couleur / AVEC COVER OC511,"8 819,000 DT","Photocopieur multifonction Konica Minolta bizhub C250i - Ecran tactile 10.1"" (1024 x 600) - Mémoire système: 8192 Mo - Disque dur 256 Go SSD - Interface: Ethernet, USB, WiFi - Chargeur automatique de documents Jusqu’à 100 originaux, A6-A3 - Capacité papier (max) 6650 feuilles - Capacité sortie Max: 3300 feuilles - Agrafage Max: 50 feuilles - Volume page Max:130.000 pages/mois - Durée de vie toner Noir: jusqu’à 28000 pages - Résolution d’impression: 1800x600 dpi - Vitesse d’impression A4 (m/c) Jusqu’à 25/25 ppm - Langage Adobe PostScript 3 - Vitesse Scan (mono/couleur): Jusqu’à 100/100 ipm en recto - Technologie de COPIE Laser - Vitesse copie A4 (m/c) Jusqu’à 25/25 ppm - Temps de 1ère copie A4 5.2/6.9 sec - Temps de préchauffage Envi 11s - Résolution copie 600x600 dpi - Taux de zoom 25-400% par pas - Dimensions: 615x688x779 mm - Garantie 1 an AVEC COVER OC511"
Serveur Rack Lenovo ThinkSystem SR650,"8 819,000 DT","Serveur Rack Lenovo ThinkSystem SR650 - Processeur Xeon Silver 4210R (2.4 GHz to 3.2 GHz Turbo boost) 10C (85W) - Mémoire Cache 13.75 Mo - Mémoire: 32 Go TruDDR4 2933 MHz (2Rx4 1.2V) RDIMM) - mémoire maximal: 3 To - 8x Baies extensible jusqu'à 24 à remplacement à chaud - Contrôleur de stockage: RAID 930-8i (2GB Flash/cache) Raid 0, 1, 10, 5, 50, 6, 60 - 2x RJ45 LOM 1Gb - Slots PCI: 2 Extensible à 7 - Chassis Rack 2U - Bloc d'alimentation: 1x 750W Platinum Hot-Swap - Garantie 3 ans"
Imprimante Laser Couleur Kyocera Ecosys P8060CDN / A3,"8 945,000 DT","Imprimante Laser Couleur Kyocera Ecosys P8060CDN - RAM 4 Go - Mémoire de stockage 8 Go SSD, 320 Go HDD - Ecran tactile 9"" - Vitesse d’impression Jusqu’à 60/55 pages par minute A4 en noir/blanc et en couleur - Résolution 1200 x 1200 dpi, 2 bits de profondeur (équivalent à 4800 x 1200 dpi) - Dimensions 602 x 665 x 790 mm - Consommation: Impression 960 W, En attente 60 W - Garantie 1 an"
Serveur Tour HPE ProLiant ML30 Gen10 Plus / Intel Xeon E-2314 / 16 Go / 5 To,"9 168,000 DT","Serveur Tour HPE ProLiant ML30 Gen10 Plus - Processeur Intel Xeon E-2314 (4-Core, 2.8 GHz), 8 Mo de Mémoire Cache - Mémoire: 16 Go UDIMM DDR4 3200 MT/s - Carte Réseau: Embedded 1Gb 2-Port Ethernet Adapter - Contrôleur: SFF Hot Plug SATA HDD - Contrôleur Raid: Intel VROC SATA software RAID - Disque Dur: 5x HPE 1To SATA 7.2K SFF BC HDD - Nombre HDD: 8x SFF - Alimentation: 1x 500W HPE Flex Slot Power Supply - Ventilateurs: 1 non-hot plug, non-redundant system fan - Format: Tour 4U - Garantie 3 ans"
Pc Portable DELL Latitude 7350 détachable / Ultra 7 164U / 32 Go / 512 Go SSD / Windows 11 Pro / Gris,"9 699,000 DT","Écran Tactile 13"" 3K (2 880 x 1 920), antireflet et antisalissure, IPS, CGG Victus - Processeur Intel Core Ultra 7 164U, (jusqu’à 4.8 GHz, 12 Mo de mémoire cache) - Mémoire 32 Go LPDDR5x - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Graphics intégrée - Clavier Dell Latitude 7350 Detachable Collaboration Keyboard - French (AZERTY) - 2x Thunderbolt USB-C - 1x port audio universel - Webcam 4K RVB orientée vers l’avant 2448p + Webcam HDR RVB-IR orientée vers l’utilisateur 8 mégapixels - 2x Haut-parleurs haute définition bicanaux - Wi-Fi 7 - Bluetooth 5.4 - Windows 11 Pro - Couleur Gris - Garantie 3 ans"
Photocopieur Multifonction Konica Minolta C250i / Imp-Scanner / A6-SRA3 / Couleur / AVEC COVER OC511 ET 4 TONERS,"9 899,000 DT","Photocopieur multifonction Konica Minolta bizhub C250i - Ecran tactile 10.1"" (1024 x 600) - Mémoire système: 8192 Mo - Disque dur 256 Go SSD - Interface: Ethernet, USB, WiFi - Chargeur automatique de documents Jusqu’à 100 originaux, A6-A3 - Capacité papier (max) 6650 feuilles - Capacité sortie Max: 3300 feuilles - Agrafage Max: 50 feuilles - Volume page Max:130.000 pages/mois - Durée de vie toner Noir: jusqu’à 28000 pages - Résolution d’impression: 1800x600 dpi - Vitesse d’impression A4 (m/c) Jusqu’à 25/25 ppm - Langage Adobe PostScript 3 - Vitesse Scan (mono/couleur): Jusqu’à 100/100 ipm en recto - Technologie de COPIE Laser - Vitesse copie A4 (m/c) Jusqu’à 25/25 ppm - Temps de 1ère copie A4 5.2/6.9 sec - Temps de préchauffage Envi 11s - Résolution copie 600x600 dpi - Taux de zoom 25-400% par pas - Dimensions: 615x688x779 mm - Garantie 1 an AVEC COVER OC511 ET 4 TONERS"
Serveur NAS PROFESSIONNEL 12 baies QNAP TS-1273AU-RP-8G / Sans Disque Dur / AMD Ryzen Embedded V1500B,"10 269,000 DT","Serveur NAS 12 Baies QNAP TS-1264U-RP-4G - Sans disque dur - Processeur AMD Ryzen Embedded V1500B 4 cœurs/8 fils 2,2 GHz - Graphiques Intel UHD - RAM 8 Go UDIMM DDR4 Extensible jusqu'à 64 Go (2x 32 Go) - Mémoire flash 5 Go - Nombre de disques supportés: 12 x 3.5"" SATA 6 Gb/s, 3 Gb/s - Compatibile Avec Disques durs SATA 3.5"", Disques SSD SATA 2.5"" - 2x Port Ethernet 2,5 gigabits (2.5G/1G/100M/10M) - 1x Emplacement M.2 - 2x Emplacement PCIe Gen3 x4 - 1x USB 3.2 - 1x USB 3.2 (10 Gb/s) - 2x USB-C 3.2 (10 Gb/s) - 1x HDMI 1.4b - Format Montage en rack 2U - Indicateurs LED: Disque dur 1-12, état, LAN, USB, alimentation - 2x Ventilateur 80mm, 12VDC - Max Nombre de connexions simultanées (CIFS) avec max Mémoire: 2000 - Prise en charge de l'accélération du cache SSD - Wake on LAN - Dimensions: 89 × 482 × 425 mm - Poids: 14.62 kg - Garantie 1 an"
Serveur de stockage NAS Asustor Lockerstor Pro AS7112RX2 / 12 Baies,"11 155,000 DT","Processeur quadricœur IIntel ATOM C3538 Quad-Core - Mémoire: 8 Go ECC DDR4-2666 (max. 128 Go, 32 Go x 4) - Conception de châssis 2U - Deux ports SSD M.2 NVMe - Prise en charge complète d'iSCSI/IP-SAN et NFS. Prêt pour VMware, Citrix et Hyper-V. - Prend en charge les applications de virtualisation et Docker - Interfaces Réseau local GbE - Prise en charge RAID - Partie logicielle: (Serveur de fichiers, Serveur multimédia, Serveur Web, Serveur de sauvegarde, Serveur FTP, Serveur vidéo, Bti-torrent) - 12 Emplacements de lecteur - Type de lecteurs pris en charge: Disque dur SATA 3,5"", SSD SATA 2,5"", Disque dur SATA 2,5"", SSD SATA 3,5"" - Nombre de baies de lecteur: plus de 4 lecteurs - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / i9-13900KF / RTX 4090 SUPRIM LIQUID X 24G / 64 Go DDR5,"13 199,000 DT","Boîtier Gamer MSI PROSPECT 700R / Noir - Processeur Intel Core i9-13900KF 13e génération, (jusqu'à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 64 Go (4x 16 Go) DDR5 RGB - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère ATX MSI PRO Z790-S WIFI DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / i9-13900KF / RTX 4090 SUPRIM LIQUID X 24G / 128 Go DDR5,"13 699,000 DT","Boîtier Gamer MSI PROSPECT 700R / Noir - Processeur Intel Core i9-13900KF 13e génération, (jusqu'à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 128 Go (4x 32 Go) DDR5 - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère ATX MSI PRO Z790-S WIFI DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / i9-14900KF / RTX 4090 SUPRIM LIQUID X 24G / 64 Go DDR5,"14 399,000 DT","Boîtier Gamer MSI PROSPECT 700R / Noir - Processeur Intel Core i9-14900KF 14e génération, (jusqu'à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 64 Go (4x 16 Go) DDR5 RGB - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère MSI MAG Z790 TOMAHAWK WIFI / ATX / DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / Ryzen 9 7950X / RTX 4090 SUPRIM LIQUID X 24G / 64 Go DDR5,"14 499,000 DT","Boîtier Gamer MSI PROSPECT 700R - Processeur AMD Ryzen 9 7950X, (jusqu'à 5.7 GHz, 80 Mo de mémoire cache) - Mémoire 64 Go (4x 16 Go) DDR5 RGB - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère MSI MPG X670E CARBON WIFI / ATX / DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / Ryzen 9 7950X3D / RTX 4090 SUPRIM LIQUID X 24G / 64 Go DDR5,"14 799,000 DT","Boîtier Gamer MSI PROSPECT 700R / Noir - Processeur AMD Ryzen 9 7950X3D, (jusqu'à 5.7 GHz, 144 Mo de mémoire cache) - Mémoire 64 Go (4x 16 Go) DDR5 RGB - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère MSI MPG X670E CARBON WIFI / ATX / DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / Ryzen 9 7950X / RTX 4090 SUPRIM LIQUID X 24G / 128 Go DDR5,"14 999,000 DT","Boîtier Gamer MSI PROSPECT 700R - Processeur AMD Ryzen 9 7950X, (jusqu'à 5.7 GHz, 80 Mo de mémoire cache) - Mémoire 128 Go (4x 32 Go) DDR5 - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère MSI MPG X670E CARBON WIFI / ATX / DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / i9-14900KF / RTX 4090 SUPRIM LIQUID X 24G / 128 Go DDR5,"14 999,000 DT","Boîtier Gamer MSI PROSPECT 700R / Noir - Processeur Intel Core i9-14900KF 14e génération, (jusqu'à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 128 Go (4x 32 Go) DDR5 - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère MSI MAG Z790 TOMAHAWK WIFI / ATX / DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Pc de bureau Gamer ULTIMATE / Ryzen 9 7950X3D / RTX 4090 SUPRIM LIQUID X 24G / 128 Go DDR5,"15 399,000 DT","Boîtier Gamer MSI PROSPECT 700R / Noir - Processeur AMD Ryzen 9 7950X3D, (jusqu'à 5.7 GHz, 144 Mo de mémoire cache) - Mémoire 128 Go (4x 32 Go) DDR5 - Disque SSD M.2 2 To - Carte graphique MSI GeForce RTX 4090 SUPRIM LIQUID X, 24 Go de mémoire GDDR6X dédiée - Carte mère MSI MPG X670E CARBON WIFI / ATX / DDR5 - Kit de Watercooling MSI MEG CORELIQUID S360 - Boîte d'alimentation MSI MAG A1250GL PCIE5 / 80 PLUS Gold / 1250 W / Noir - Garantie 1 an"
Serveur Dell PowerEdge R750XS / Dual Intel Xeon Silver 4310 / 2x 32 Go / 1.2 To,"15 729,000 DT","Serveur RACK Dell PowerEdge R750xs - Châssis avec jusqu'à 8 disques durs 2.5"" - Processeur Dual Intel Xeon Silver 4310 (18M Cache, 2.1GHz) - Mémoire 64 Go DDR4-SDRAM , 3200 MT/s, double Rank (2x 32 Go) - iDRAC9 Enterprise 15G - Disque dur 1.2 To SAS (10k rpm) 2.5"" Hot-Plug - Contrôleurs RAID PERC H755 - Hot-Plug - Contrôleur de réseau local (LAN): Broadcom 57412 - Alimentation redondante (1+1), 800 W - 2x USB 2.0 - 1x USB 3.2 - 2x VGA - Châssis Rack (2 U) - Garantie 3 ans"
Serveur Dell PowerEdge R750XS / Dual Intel Xeon Gold 4310 / 4x 16 Go / 1.2 To,"23 279,000 DT","Serveur RACK Dell PowerEdge R750xs - Châssis avec jusqu'à 8 disques durs 2.5"" - Processeur Dual Intel Xeon Gold 4310 (12 Mo Cache, 3.2 GHz) - Mémoire 64 Go DDR4-RDIMM, 3200 MT/s, (4x 16 Go) - iDRAC9 Enterprise 15G - Disque dur 1.2 To SAS (10k rpm) 2.5"" Hot-Plug - Contrôleurs RAID PERC H755 - Hot-Plug - Contrôleur de réseau local (LAN): Broadcom 57412 - Alimentation redondante (1+1), 800 W - 2x USB 2.0 - 1x USB 3.2 - 2x VGA - Châssis Rack (2 U) - Garantie 3 ans"
